;PID;area;price;MS.SubClass;MS.Zoning;Lot.Frontage;Lot.Area;Street;Alley;Lot.Shape;Land.Contour;Utilities;Lot.Config;Land.Slope;Neighborhood;Condition.1;Condition.2;Bldg.Type;House.Style;Overall.Qual;Overall.Cond;Year.Built;Year.Remod.Add;Roof.Style;Roof.Matl;Exterior.1st;Exterior.2nd;Mas.Vnr.Type;Mas.Vnr.Area;Exter.Qual;Exter.Cond;Foundation;Bsmt.Qual;Bsmt.Cond;Bsmt.Exposure;BsmtFin.Type.1;BsmtFin.SF.1;BsmtFin.Type.2;BsmtFin.SF.2;Bsmt.Unf.SF;Total.Bsmt.SF;Heating;Heating.QC;Central.Air;Electrical;X1st.Flr.SF;X2nd.Flr.SF;Low.Qual.Fin.SF;Bsmt.Full.Bath;Bsmt.Half.Bath;Full.Bath;Half.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Kitchen.Qual;TotRms.AbvGrd;Functional;Fireplaces;Fireplace.Qu;Garage.Type;Garage.Yr.Blt;Garage.Finish;Garage.Cars;Garage.Area;Garage.Qual;Garage.Cond;Paved.Drive;Wood.Deck.SF;Open.Porch.SF;Enclosed.Porch;X3Ssn.Porch;Screen.Porch;Pool.Area;Pool.QC;Fence;Misc.Feature;Misc.Val;Mo.Sold;Yr.Sold;Sale.Type;Sale.Condition
720;40719;1651;185900;60;RL;77;8390;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;831;831;GasA;Ex;Y;SBrkr;873;778;0;0;0;2;1;3;1;TA;7;Typ;1;TA;BuiltIn;1999;Fin;2;450;TA;TA;Y;0;103;0;0;0;0;NA;NA;NA;0;5;2008;WD ;Normal
721;40720;1436;155000;190;RM;60;10800;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;2fmCon;1.5Fin;6;6;1940;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;BLQ;590;Unf;0;294;884;GasA;TA;Y;SBrkr;884;552;0;0;0;2;0;3;2;TA;8;Typ;2;Gd;Detchd;1940;Unf;2;828;TA;TA;Y;0;0;126;0;0;0;NA;NA;NA;0;5;2008;Con;Normal
722;40721;910;116000;20;RL;74;8892;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1953;1996;Gable;CompShg;WdShing;Wd Shng;None;0;Gd;TA;Stone;TA;TA;Av;Unf;0;Unf;0;105;105;GasA;Gd;Y;SBrkr;910;0;0;0;0;1;0;3;1;Gd;5;Typ;0;NA;Attchd;1953;Unf;2;414;TA;TA;Y;196;0;150;0;0;0;NA;GdWo;NA;0;10;2008;WD ;Normal
723;40722;1573;177000;160;FV;24;2117;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;Twnhs;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;216;Gd;TA;PConc;Gd;TA;No;GLQ;417;Unf;0;339;756;GasA;Ex;Y;SBrkr;769;804;0;0;0;2;1;3;1;Gd;4;Typ;0;NA;Detchd;2000;Unf;2;440;TA;TA;Y;0;32;0;0;0;0;NA;NA;NA;0;9;2007;WD ;Normal
724;40723;1215;155000;20;RL;66;12400;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Feedr;Norm;1Fam;1Story;6;7;1958;1998;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;176;TA;TA;CBlock;TA;Fa;No;Rec;585;Unf;0;630;1215;GasA;TA;Y;FuseA;1215;0;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1958;Unf;1;297;TA;TA;Y;0;0;0;0;234;0;NA;NA;NA;0;6;2009;WD ;Normal
725;40724;1229;137000;160;RM;24;1488;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blueste;Norm;Norm;TwnhsE;2Story;6;6;1980;1992;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;Gd;TA;Mn;ALQ;471;Unf;0;90;561;GasA;TA;Y;SBrkr;561;668;0;1;0;1;1;2;1;Gd;5;Typ;1;TA;Attchd;1980;Fin;2;462;TA;TA;Y;176;0;0;0;0;0;NA;GdPrv;NA;0;10;2009;WD ;Normal
726;40725;912;125000;20;RL;70;8521;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;5;5;1967;1967;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;ALQ;842;Unf;0;70;912;GasA;TA;Y;SBrkr;912;0;0;0;0;1;0;3;1;TA;5;Typ;1;Fa;Detchd;1974;Unf;1;336;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;5;2010;WD ;Normal
727;40726;1592;228000;20;RL;73;11927;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;8;5;1994;1995;Hip;CompShg;HdBoard;HdBoard;BrkFace;519;Gd;TA;PConc;Gd;TA;Gd;BLQ;408;GLQ;465;683;1556;GasA;Ex;Y;SBrkr;1592;0;0;0;0;2;0;3;1;Gd;7;Typ;1;TA;Attchd;1994;Fin;2;484;TA;TA;Y;120;35;0;0;0;0;NA;NA;NA;0;6;2007;WD ;Normal
728;40727;1908;210000;60;RL;70;8750;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;Gd;PConc;Gd;TA;No;GLQ;642;Unf;0;273;915;GasA;Ex;Y;SBrkr;933;975;0;1;0;2;1;4;1;Gd;8;Typ;1;TA;Attchd;1994;Unf;2;493;TA;TA;Y;144;133;0;0;0;0;NA;NA;NA;0;7;2008;WD ;Normal
729;40728;1716;191000;60;RL;70;8750;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;880;880;GasA;Ex;Y;SBrkr;909;807;0;0;0;2;1;2;1;Gd;7;Typ;1;TA;Attchd;1996;RFn;2;512;TA;TA;Y;0;120;0;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
730;40729;2758;418000;60;RL;118;13654;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2005;2006;Gable;CompShg;MetalSd;MetalSd;BrkFace;365;Gd;TA;PConc;Ex;TA;Gd;Unf;0;Unf;0;1704;1704;GasA;Ex;Y;SBrkr;1722;1036;0;0;0;2;1;4;1;Ex;9;Typ;1;Ex;BuiltIn;2005;Fin;3;814;TA;TA;Y;282;55;0;0;0;0;NA;NA;NA;0;5;2007;WD ;Normal
731;40730;1787;275000;20;RL;NA;14781;Pave;NA;IR2;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;1Story;8;5;2001;2002;Hip;CompShg;VinylSd;VinylSd;BrkFace;178;Gd;TA;PConc;Gd;TA;Gd;Unf;0;Unf;0;1753;1753;GasA;Ex;Y;SBrkr;1787;0;0;0;0;2;0;3;1;Gd;7;Typ;1;TA;Attchd;2001;RFn;3;748;TA;TA;Y;198;150;0;0;0;0;NA;NA;NA;0;8;2006;WD ;Normal
732;40731;899;130000;20;RL;65;7800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;7;1967;2004;Hip;CompShg;HdBoard;HdBoard;BrkFace;89;TA;TA;PConc;TA;TA;No;ALQ;450;Unf;0;414;864;GasA;Ex;Y;SBrkr;899;0;0;0;0;1;0;3;1;Gd;5;Typ;0;NA;Attchd;1967;Fin;1;288;TA;TA;Y;64;0;0;0;0;0;NA;MnPrv;NA;0;6;2009;WD ;Normal
733;40732;1008;139500;20;RL;75;12518;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;7;1968;1968;Gable;CompShg;HdBoard;HdBoard;BrkFace;182;TA;TA;CBlock;TA;TA;No;ALQ;532;Unf;0;476;1008;GasA;Gd;Y;SBrkr;1008;0;0;0;0;1;0;3;1;Gd;6;Typ;0;NA;Attchd;1968;Unf;1;384;TA;TA;Y;144;0;0;0;0;0;NA;MnPrv;NA;0;4;2009;WD ;Normal
734;40733;1743;335000;20;RL;87;10367;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;9;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Stone;284;Ex;TA;PConc;Ex;TA;Mn;GLQ;1015;Unf;0;724;1739;GasA;Ex;Y;SBrkr;1743;0;0;1;0;2;0;3;1;Ex;8;Typ;1;Gd;Attchd;2008;RFn;3;927;TA;TA;Y;168;45;0;0;0;0;NA;NA;NA;0;6;2009;ConLI;Normal
735;40734;990;138000;20;RL;60;8072;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;PConc;Gd;Gd;No;ALQ;746;Unf;0;244;990;GasA;Ex;Y;SBrkr;990;0;0;1;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;2000;Unf;2;480;TA;TA;Y;0;64;0;0;0;0;NA;NA;NA;0;5;2009;WD ;Normal
736;40735;999;134500;85;RL;69;10205;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;SFoyer;5;5;1962;1962;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;Av;BLQ;784;Unf;0;141;925;GasA;TA;Y;SBrkr;999;0;0;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1962;Unf;1;300;TA;TA;Y;150;72;0;0;0;0;NA;NA;NA;0;5;2006;WD ;Normal
737;40736;1104;133000;20;RL;75;10425;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1956;1958;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;774;Unf;0;330;1104;GasA;Gd;Y;SBrkr;1104;0;0;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1956;RFn;1;384;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2008;WD ;Normal
738;40737;1041;124500;20;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1959;1959;Gable;CompShg;MetalSd;MetalSd;BrkFace;132;TA;TA;CBlock;TA;TA;No;ALQ;991;Unf;0;50;1041;GasA;Ex;Y;SBrkr;1041;0;0;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1959;RFn;1;270;TA;TA;Y;224;88;0;0;0;0;NA;MnPrv;NA;0;7;2009;WD ;Normal
739;40738;1194;159500;20;RL;79;8910;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1959;1959;Hip;CompShg;BrkFace;BrkFace;None;0;TA;TA;CBlock;TA;TA;Mn;ALQ;655;Unf;0;0;655;GasA;Ex;Y;SBrkr;1194;0;0;0;1;1;0;3;1;TA;6;Typ;1;Fa;BuiltIn;1954;Fin;2;539;TA;TA;Y;0;0;192;0;0;0;NA;NA;NA;0;7;2006;WD ;Normal
740;40739;1640;173000;60;RL;65;8366;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;798;798;GasA;Ex;Y;SBrkr;798;842;0;0;0;2;1;3;1;Gd;6;Typ;0;NA;Attchd;2004;RFn;2;520;TA;TA;Y;138;45;0;0;0;0;NA;NA;NA;0;12;2008;WD ;Normal
741;40740;1317;40000;70;C (all);50;8500;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Feedr;Norm;1Fam;2Story;4;4;1920;1950;Gambrel;CompShg;BrkFace;BrkFace;None;0;TA;Fa;BrkTil;TA;TA;No;Unf;0;Unf;0;649;649;GasA;TA;N;SBrkr;649;668;0;0;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1920;Unf;1;250;TA;Fa;N;0;54;172;0;0;0;NA;MnPrv;NA;0;7;2008;WD ;Normal
742;40741;943;80000;30;RL;NA;11515;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Edwards;Norm;Norm;1Fam;1Story;4;5;1958;1994;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;N;SBrkr;943;0;0;0;0;1;0;3;1;Gd;5;Min2;0;NA;Detchd;1958;Unf;1;308;TA;TA;N;0;0;60;0;0;0;NA;NA;NA;0;8;2007;WD ;Normal
743;40742;1525;235000;20;RL;70;9100;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;BrkFace;244;Gd;TA;PConc;Gd;TA;Av;GLQ;1400;Unf;0;125;1525;GasA;Ex;Y;SBrkr;1525;0;0;1;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;2000;RFn;2;541;TA;TA;Y;219;36;0;0;0;0;NA;NA;NA;0;9;2006;WD ;Normal
744;40743;2504;325000;60;RL;77;11198;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;StoneBr;Norm;Norm;1Fam;2Story;9;5;2005;2007;Hip;CompShg;VinylSd;VinylSd;BrkFace;245;Gd;TA;PConc;Gd;Gd;No;Unf;0;Unf;0;1122;1122;GasA;Ex;Y;SBrkr;1134;1370;0;0;0;2;1;4;1;Ex;11;Typ;1;Gd;BuiltIn;2005;Fin;3;656;TA;TA;Y;144;39;0;0;0;0;NA;NA;NA;0;6;2008;WD ;Normal
745;40744;1328;129500;50;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;5;7;1950;1970;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Ex;CBlock;TA;TA;No;BLQ;384;Unf;0;384;768;GasA;TA;Y;FuseA;768;560;0;0;0;1;1;3;1;TA;6;Typ;0;NA;Detchd;1950;Unf;1;308;TA;TA;Y;0;12;0;0;0;0;NA;MnPrv;NA;0;3;2009;WD ;Normal
746;40745;1732;178000;60;RL;77;9206;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;6;5;1985;1985;Gable;CompShg;HdBoard;HdBoard;BrkFace;336;Gd;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;741;741;GasA;TA;Y;SBrkr;977;755;0;0;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1985;Fin;2;476;TA;TA;Y;192;46;0;0;0;0;NA;NA;NA;0;6;2010;WD ;Normal
747;40746;1145;127000;80;RL;55;7700;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;SLvl;5;7;1956;1956;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;Gd;TA;No;BLQ;271;Unf;0;30;301;GasA;Ex;Y;FuseA;1145;0;0;0;0;1;0;3;1;TA;6;Min2;0;NA;Detchd;1993;Unf;2;684;TA;TA;Y;0;0;0;0;0;0;NA;GdWo;NA;0;9;2006;WD ;Normal
748;40747;1471;172500;160;FV;34;3230;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;6;5;1999;1999;Gable;CompShg;MetalSd;MetalSd;BrkFace;894;TA;TA;PConc;Gd;TA;No;GLQ;381;Unf;0;348;729;GasA;Gd;Y;SBrkr;742;729;0;0;0;2;1;3;1;TA;6;Typ;0;NA;Detchd;1999;Unf;2;440;TA;TA;Y;0;24;0;0;0;0;NA;NA;NA;0;3;2009;WD ;Normal
749;40748;2050;154000;60;RL;NA;13250;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NWAmes;RRNn;Norm;1Fam;2Story;7;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;BrkFace;256;TA;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;832;832;GasA;TA;Y;SBrkr;1154;896;0;0;0;2;1;4;1;Gd;8;Typ;1;TA;Attchd;1978;RFn;2;529;TA;TA;Y;192;192;0;0;0;0;NA;NA;NA;0;5;2009;WD ;Abnorml
750;40749;1672;164900;50;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;6;7;1940;1989;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;ALQ;521;Unf;0;460;981;GasA;Ex;Y;SBrkr;1014;658;0;0;0;1;1;3;1;Gd;6;Typ;1;Gd;Detchd;1940;Unf;1;240;TA;TA;Y;0;11;0;0;0;0;NA;GdPrv;NA;0;7;2008;WD ;Normal
751;40750;1404;160000;20;RL;83;13383;Pave;NA;IR1;Lvl;AllPub;Inside;Mod;Mitchel;Norm;Norm;1Fam;1Story;5;5;1969;2000;Hip;CompShg;HdBoard;HdBoard;BrkFace;176;TA;TA;CBlock;TA;TA;No;BLQ;594;Unf;0;594;1188;GasA;Ex;Y;SBrkr;1404;0;0;0;0;2;0;3;1;TA;7;Typ;1;Po;Attchd;1969;Unf;2;504;TA;TA;Y;0;16;0;0;0;0;NA;NA;NA;0;3;2009;WD ;Normal
752;40751;2184;254750;60;RL;NA;12334;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;8;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;BrkFace;198;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1068;1068;GasA;Ex;Y;SBrkr;1068;1116;0;0;0;2;1;4;1;Gd;8;Typ;1;Gd;BuiltIn;2003;RFn;2;570;TA;TA;Y;192;132;0;0;0;0;NA;NA;NA;0;6;2009;WD ;Normal
753;40752;1980;315000;20;RL;129;16737;Pave;NA;Reg;Lvl;AllPub;FR3;Gtl;NridgHt;Norm;Norm;1Fam;1Story;9;5;2004;2005;Hip;CompShg;VinylSd;VinylSd;BrkFace;66;Gd;TA;PConc;Ex;TA;Av;GLQ;1447;Unf;0;533;1980;GasA;Ex;Y;SBrkr;1980;0;0;1;0;2;0;3;1;Ex;8;Typ;1;Gd;Attchd;2004;Fin;3;770;TA;TA;Y;194;45;0;0;0;0;NA;NA;NA;0;9;2006;WD ;Normal
754;40753;1241;199900;120;FV;35;4274;Pave;Pave;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;7;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;;NA;Gd;TA;PConc;Gd;TA;No;GLQ;1106;Unf;0;135;1241;GasA;Ex;Y;SBrkr;1241;0;0;1;0;1;1;1;1;Gd;4;Typ;0;NA;Attchd;2007;Fin;2;569;TA;TA;Y;0;116;0;0;0;0;NA;NA;NA;0;11;2007;New;Partial
755;40754;1610;185000;20;RL;108;11358;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NWAmes;Norm;Norm;1Fam;1Story;7;7;1972;1987;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;BLQ;346;Unf;0;778;1124;GasA;TA;Y;SBrkr;1610;0;0;0;0;2;0;3;1;Gd;8;Typ;1;TA;Attchd;1972;RFn;2;515;TA;TA;Y;202;0;0;0;256;0;NA;NA;NA;0;5;2007;WD ;Normal
756;40755;1033;165000;85;RL;64;12102;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;SFoyer;5;5;1976;1976;Gable;CompShg;HdBoard;Plywood;BrkFace;222;TA;TA;CBlock;Gd;Gd;Gd;ALQ;456;Unf;0;0;456;GasA;Ex;Y;SBrkr;1033;0;0;0;1;1;0;3;1;TA;6;Typ;0;NA;BuiltIn;1976;RFn;2;504;Fa;TA;Y;224;0;0;0;0;0;NA;NA;NA;0;4;2008;WD ;Family
757;40756;1322;132000;50;RM;52;6240;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;5;8;1939;1952;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Gd;BrkTil;TA;TA;No;Rec;48;Unf;0;624;672;GasA;Ex;Y;SBrkr;899;423;0;1;0;1;0;4;1;TA;7;Typ;0;NA;Detchd;1939;Unf;1;280;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;7;2007;WD ;Normal
758;40757;1391;196000;120;FV;59;4282;Pave;Pave;IR2;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;7;5;2004;2004;Gable;CompShg;MetalSd;MetalSd;None;0;Gd;TA;PConc;Gd;TA;Mn;GLQ;16;Unf;0;1375;1391;GasA;Ex;Y;SBrkr;1391;0;0;0;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;2004;RFn;2;530;TA;TA;Y;156;158;0;0;0;0;NA;NA;NA;0;7;2008;WD ;Normal
759;40758;1306;153000;20;RL;64;8712;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1957;2000;Hip;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;TA;TA;Mn;BLQ;860;Unf;0;132;992;GasA;TA;Y;SBrkr;1306;0;0;1;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1968;Unf;1;756;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2009;WD ;Normal
760;40759;1660;195000;60;RL;68;8935;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;BrkFace;95;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;831;831;GasA;Ex;Y;SBrkr;831;829;0;0;0;2;1;3;1;Gd;7;Typ;0;NA;Attchd;2002;RFn;2;493;TA;TA;Y;144;68;0;0;0;0;NA;NA;NA;0;7;2009;WD ;Normal
761;40760;1689;271000;20;RL;NA;13265;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Mitchel;Norm;Norm;1Fam;1Story;8;5;2002;2002;Hip;CompShg;CemntBd;CmentBd;BrkFace;148;Gd;TA;PConc;Gd;TA;No;GLQ;1218;Unf;0;350;1568;GasA;Ex;Y;SBrkr;1689;0;0;1;0;2;0;3;1;Gd;7;Typ;2;Gd;Attchd;2002;RFn;3;857;TA;TA;Y;150;59;0;0;0;0;NA;NA;NA;0;7;2008;WD ;Normal
762;40761;904;119000;45;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Unf;6;7;1926;2004;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;TA;PConc;TA;TA;No;Unf;0;Unf;0;884;884;GasA;Gd;Y;SBrkr;904;0;0;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1926;Unf;1;180;TA;TA;Y;0;0;105;0;0;0;NA;NA;NA;0;1;2009;WD ;Normal
763;40762;1118;119900;190;RM;65;7800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;2fmCon;1.5Fin;5;7;1939;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;Gd;TA;Mn;Rec;507;Unf;0;286;793;GasA;TA;Y;SBrkr;793;325;0;1;0;1;0;3;1;TA;5;Typ;1;Gd;Detchd;1939;Unf;2;410;TA;TA;Y;0;0;0;0;271;0;NA;MnPrv;NA;0;5;2006;WD ;Normal
764;40763;1584;124000;90;RL;65;8944;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;Duplex;1Story;5;5;1967;1967;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1584;1584;GasA;TA;Y;SBrkr;1584;0;0;0;0;2;0;4;2;TA;8;Mod;0;NA;Detchd;1967;Unf;3;792;TA;TA;Y;0;152;0;0;0;0;NA;NA;NA;0;4;2009;WD ;Normal
765;40764;1341;171500;20;RL;85;10176;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;1Story;7;5;1990;1990;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;PConc;Gd;TA;Gd;GLQ;637;Unf;0;663;1300;GasA;Gd;Y;SBrkr;1341;0;0;1;0;1;1;2;1;Gd;5;Typ;1;Po;Attchd;1990;Unf;2;506;TA;TA;Y;192;0;0;0;0;0;NA;NA;NA;0;2;2010;WD ;Normal
766;40765;1389;135000;60;RM;60;3378;Pave;Grvl;Reg;HLS;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;2Story;7;8;1946;1992;Gable;CompShg;HdBoard;HdBoard;None;0;TA;Gd;CBlock;TA;TA;No;Unf;0;Unf;0;651;651;GasA;Gd;Y;SBrkr;707;682;0;0;0;1;1;3;1;TA;6;Typ;2;Gd;Detchd;1947;Unf;1;240;TA;TA;P;0;0;126;0;0;0;NA;NA;NA;0;9;2009;WD ;Normal
767;40766;1480;119000;50;RM;60;5400;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;6;6;1920;1950;Gable;CompShg;MetalSd;MetalSd;None;0;Fa;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;972;972;GasA;Ex;Y;SBrkr;1044;0;436;0;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1920;Unf;1;207;Fa;TA;Y;0;0;176;0;0;0;NA;NA;NA;0;9;2009;ConLI;Family
768;40767;1389;170000;20;RL;77;10010;Pave;NA;Reg;Lvl;AllPub;Inside;Mod;Mitchel;Norm;Norm;1Fam;1Story;5;5;1974;1975;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;Gd;TA;Av;ALQ;1071;LwQ;123;195;1389;GasA;Gd;Y;SBrkr;1389;0;0;1;0;1;0;2;1;TA;6;Typ;1;TA;Attchd;1975;RFn;2;418;TA;TA;Y;240;38;0;0;0;0;NA;NA;NA;0;4;2006;WD ;Normal
769;40768;819;72000;30;RM;50;9000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1Story;5;4;1919;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;610;610;GasA;Ex;N;FuseA;819;0;0;0;0;1;0;2;1;Gd;4;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;0;0;0;0;NA;NA;NA;0;9;2006;WD ;Abnorml
770;40769;1600;169000;60;RL;57;8773;Pave;NA;IR1;HLS;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;916;916;GasA;Gd;Y;SBrkr;916;684;0;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1997;Fin;2;460;TA;TA;Y;100;38;0;0;0;0;NA;NA;NA;0;8;2007;WD ;Normal
